function	genus	pre_HPM	drought_HPM	delta	log2FC	cliffs_delta	p	mixed_p	q_BH	mixed_q_BH
CAZy:degradation	Vampirovibrio	0.1073	0.0574	-0.05	-0.8922	-0.2957	0.0966	0.0565	0.1755	0.1377
CAZy:degradation	Fretibacterium	0.0629	0.0573	-0.0056	-0.1324	-0.2087	0.2445	0.7462	0.3457	0.8208
CAZy:degradation	Marivita	0.0541	0.0573	0.0032	0.0807	-0.0435	0.8113	0.8971	0.8614	0.9354
CAZy:degradation	Halomarina	0.0531	0.0573	0.0042	0.108	-0.0674	0.7101	0.8161	0.7751	0.8734
CAZy:degradation	Granulibacter	0.0554	0.0573	0.0018	0.0463	-0.0304	0.872	0.9209	0.9052	0.9495
CAZy:degradation	Neopoerus	0.0107	0.0573	0.0466	2.3155	0.4087	0.0111	0.0168	0.0409	0.0613
CAZy:degradation	Collybiopsis	0.0608	0.0572	-0.0036	-0.0865	0.0261	0.89	0.6916	0.9192	0.7795
CAZy:degradation	Agarilytica	0.0874	0.0572	-0.0303	-0.6043	-0.3391	0.0527	0.3188	0.1157	0.4535
CAZy:degradation	Candidatus Acidulidesulfobacter	0.0785	0.0571	-0.0214	-0.4518	-0.2087	0.2435	0.2104	0.3446	0.3384
CAZy:degradation	Synechocystis	0.1007	0.0571	-0.0436	-0.8069	-0.3783	0.0341	0.1204	0.0863	0.2304
CAZy:degradation	Psychrosphaera	0.0845	0.057	-0.0274	-0.5581	-0.4217	0.0172	0.2237	0.0546	0.3552
CAZy:degradation	Polycladomyces	0.032	0.0569	0.0249	0.8114	0.2739	0.1228	0.1217	0.2088	0.232
CAZy:degradation	Methylomarinum	0.0502	0.0569	0.0067	0.1771	0.0065	0.9801	0.9325	0.9876	0.9581
CAZy:degradation	Wallemia	0.107	0.0569	-0.0501	-0.9002	-0.3696	0.038	0.1122	0.0928	0.2188
CAZy:degradation	Halobacteriovorax	0.1068	0.0569	-0.05	-0.8981	-0.3783	0.0337	0.0541	0.0854	0.1339
CAZy:degradation	Anoxybacillus	0.0553	0.0568	0.0015	0.0391	-0.0065	0.9802	0.9525	0.9876	0.9729
CAZy:degradation	Edaphosphingomonas	0.1233	0.0568	-0.0665	-1.105	-0.4217	0.0178	0.0131	0.0556	0.0518
CAZy:degradation	Arsukibacterium	0.0821	0.0567	-0.0254	-0.5254	-0.187	0.2903	0.3346	0.3931	0.4675
CAZy:degradation	Atribacter	0.0648	0.0567	-0.0081	-0.1884	-0.1065	0.5547	0.6878	0.6438	0.7763
CAZy:degradation	Natronogracilivirga	0.0592	0.0567	-0.0024	-0.0598	-0.2304	0.1933	0.9188	0.2908	0.9478
CAZy:degradation	Crenalkalicoccus	0.0906	0.0567	-0.0339	-0.6677	-0.2	0.2639	0.0979	0.3661	0.1996
CAZy:degradation	Pseudoluteimonas	0.048	0.0567	0.0087	0.235	-0.0087	0.9705	0.5664	0.9798	0.6771
CAZy:degradation	Amphritea	0.0978	0.0566	-0.0412	-0.7787	-0.3913	0.0271	0.112	0.0738	0.2185
CAZy:degradation	Zymoseptoria	0.0167	0.0566	0.0399	1.7012	0.4326	0.011	0.0036	0.0408	0.0217
CAZy:degradation	Segnochrobactrum	0.0504	0.0565	0.0061	0.1613	-0.1413	0.4309	0.7681	0.5328	0.8383
CAZy:degradation	Entomortierella	0.2515	0.0565	-0.1951	-2.1351	-0.2826	0.1151	0.0919	0.1999	0.1908
CAZy:degradation	Neohortaea	0.0352	0.0565	0.0213	0.6667	0.0935	0.6028	0.2535	0.685	0.3874
CAZy:degradation	Celerinatantimonas	0.0776	0.0565	-0.0211	-0.4518	-0.0978	0.5899	0.372	0.6745	0.5039
CAZy:degradation	Collariella	0.0187	0.0564	0.0377	1.545	0.4043	0.0144	0.0964	0.048	0.1973
CAZy:degradation	Brumimicrobium	0.1586	0.0564	-0.1022	-1.4747	-0.6435	0.0003	0.0002	0.0052	0.0028
CAZy:degradation	Thiohalorhabdus	0.0575	0.0564	-0.0011	-0.0264	0.0543	0.7677	0.9603	0.824	0.9782
CAZy:degradation	Dichotomocladium	0.1331	0.0564	-0.0767	-1.224	-0.413	0.0203	0.001	0.0606	0.0086
CAZy:degradation	Glutinoglossum	0.1822	0.0564	-0.1259	-1.6753	-0.6087	0.0006	0.0001	0.0074	0.0012
CAZy:degradation	Dictyoglomus	0.0643	0.0563	-0.0079	-0.1869	-0.2674	0.1332	0.7301	0.2225	0.8095
CAZy:degradation	Labilibaculum	0.1208	0.0563	-0.0645	-1.0878	-0.5087	0.0042	0.0086	0.0221	0.0387
CAZy:degradation	Hoyosella	0.0347	0.0563	0.0217	0.6844	0.1935	0.2756	0.2325	0.3787	0.3649
CAZy:degradation	Syntrophomonas	0.0607	0.0563	-0.0044	-0.1057	-0.0913	0.6115	0.9065	0.6937	0.9411
CAZy:degradation	Rickettsiella	0.0562	0.0563	0.0001	0.0018	-0.0435	0.8131	0.941	0.8627	0.9647
CAZy:degradation	Blastobotrys	0.0563	0.0563	-0.0001	-0.0024	0.0609	0.7412	0.9658	0.8016	0.9812
CAZy:degradation	Lacihabitans	0.1208	0.0562	-0.0645	-1.0893	-0.4913	0.0055	0.013	0.0258	0.0515
CAZy:degradation	Alkalicoccus	0.0618	0.0562	-0.0056	-0.1354	-0.0826	0.6496	0.6108	0.7265	0.7146
CAZy:degradation	Sporothrix	0.0211	0.0562	0.0351	1.3723	0.2261	0.1896	0.0825	0.2884	0.1777
CAZy:degradation	Cadophora	0.0429	0.0562	0.0132	0.38	0.1609	0.3689	0.4259	0.4725	0.5545
CAZy:degradation	Parasitella	0.1251	0.0561	-0.069	-1.142	-0.413	0.0208	0.0029	0.0616	0.0191
CAZy:degradation	Gelatoporia	0.0121	0.0561	0.044	2.1247	0.4261	0.0081	0.0318	0.0336	0.0929
CAZy:degradation	Paralimibaculum	0.0516	0.0561	0.0045	0.1172	0.0	1.0	0.7942	1.0	0.8577
CAZy:degradation	Roseburia	0.0588	0.0561	-0.0027	-0.067	-0.0957	0.5942	0.8993	0.6782	0.9367
CAZy:degradation	Pseudobacteriovorax	0.1049	0.056	-0.0488	-0.8923	-0.3196	0.0723	0.0755	0.1434	0.1678
CAZy:degradation	Alloactinosynnema	0.0563	0.056	-0.0003	-0.0063	-0.0022	1.0	0.9884	1.0	0.9962
CAZy:degradation	Caldicellulosiruptor	0.1253	0.056	-0.0693	-1.1479	-0.2217	0.216	0.0495	0.3156	0.1252
CAZy:degradation	Marinifilum	0.0782	0.056	-0.0223	-0.4761	-0.3348	0.0589	0.3346	0.1256	0.4675
CAZy:degradation	Thelephora	0.0592	0.0559	-0.0033	-0.0816	0.0065	0.9805	0.8695	0.9876	0.9165
CAZy:degradation	Psychromarinibacter	0.1116	0.0559	-0.0557	-0.985	-0.3783	0.0337	0.0306	0.0854	0.0902
CAZy:degradation	Leucocryptos	0.0408	0.0558	0.0151	0.4439	0.1304	0.4524	0.4124	0.5548	0.5423
CAZy:degradation	Fusibacter	0.0854	0.0558	-0.0295	-0.604	-0.2391	0.1797	0.2242	0.2775	0.3555
CAZy:degradation	Candidatus Planktophila	0.0374	0.0558	0.0184	0.5656	0.2239	0.1971	0.3828	0.2955	0.5149
CAZy:degradation	Candidatus Nitrohelix	0.0482	0.0557	0.0075	0.2048	0.1283	0.4753	0.7055	0.5742	0.7894
CAZy:degradation	Phytopseudomonas	0.1452	0.0556	-0.0897	-1.37	-0.4	0.0247	0.0144	0.0685	0.0552
CAZy:degradation	Zhengella	0.1025	0.0555	-0.047	-0.8736	-0.2283	0.2005	0.149	0.2985	0.2672
CAZy:degradation	Stygiella	0.0901	0.0555	-0.0347	-0.6906	-0.1174	0.5161	0.2058	0.6119	0.3335
CAZy:degradation	Anseongella	0.1319	0.0554	-0.0765	-1.2363	-0.3609	0.0428	0.0293	0.1007	0.0878
CAZy:degradation	Demetria	0.0106	0.0553	0.0447	2.2784	0.3	0.0628	0.0559	0.1307	0.1366
CAZy:degradation	Lindgomyces	0.0168	0.0553	0.0385	1.6648	0.2891	0.0902	0.0221	0.1675	0.0732
CAZy:degradation	Zobellella	0.0921	0.0551	-0.0369	-0.7297	-0.3609	0.0401	0.0899	0.0963	0.1882
CAZy:degradation	Citricoccus	0.0621	0.0551	-0.0071	-0.1708	-0.013	0.9506	0.7262	0.9647	0.8061
CAZy:degradation	Exercitatus	0.0054	0.0551	0.0497	3.1345	0.5304	0.001	0.0033	0.0095	0.0206
CAZy:degradation	Flexibacterium	0.0482	0.055	0.0069	0.1883	0.1457	0.4094	0.7084	0.513	0.7915
CAZy:degradation	Eutypa	0.0065	0.055	0.0484	2.8944	0.4	0.0129	0.011	0.0453	0.0461
CAZy:degradation	Thalassovita	0.0747	0.0549	-0.0198	-0.4381	-0.1087	0.5452	0.3528	0.6372	0.4859
CAZy:degradation	Dolichospermum	0.0831	0.0547	-0.0284	-0.5946	-0.3804	0.0322	0.3127	0.0831	0.4471
CAZy:degradation	Kluyvera	0.1399	0.0547	-0.0852	-1.3392	-0.2522	0.1525	0.021	0.2457	0.0709
CAZy:degradation	Parahoeflea	0.0461	0.0546	0.0085	0.2384	0.1152	0.5222	0.643	0.6163	0.7399
CAZy:degradation	Thermobispora	0.0436	0.0545	0.0109	0.3163	0.1391	0.4416	0.3948	0.5447	0.5263
CAZy:degradation	Gracilariopsis	0.0732	0.0545	-0.0187	-0.4195	-0.1978	0.268	0.4028	0.3698	0.5339
CAZy:degradation	Seculamonas	0.0788	0.0544	-0.0244	-0.5265	-0.2065	0.2442	0.2941	0.3455	0.4291
CAZy:degradation	Kurthia	0.0684	0.0543	-0.0141	-0.3272	-0.1	0.5785	0.4555	0.6657	0.5816
CAZy:degradation	Metschnikowia	0.071	0.0543	-0.0167	-0.38	-0.0957	0.5927	0.5697	0.6771	0.6801
CAZy:degradation	Naumannella	0.0211	0.0542	0.0331	1.3195	0.4217	0.0163	0.0073	0.0527	0.0344
CAZy:degradation	Thalassobacillus	0.0223	0.0541	0.0318	1.2398	0.3565	0.0405	0.0207	0.0969	0.0705
CAZy:degradation	Aerophototrophica	0.0463	0.0541	0.0078	0.2211	0.1652	0.3508	0.6399	0.4552	0.7378
CAZy:degradation	Alkalimarinus	0.0529	0.0539	0.001	0.0261	-0.0435	0.8145	0.9065	0.8627	0.9411
CAZy:degradation	Affinundibacterium	0.0827	0.0537	-0.029	-0.6131	-0.3304	0.0603	0.2281	0.1275	0.3603
CAZy:degradation	Carpediemonas	0.0966	0.0537	-0.0429	-0.8345	-0.3087	0.0834	0.0961	0.1591	0.197
CAZy:degradation	Acetobacterium	0.0424	0.0536	0.0113	0.3333	0.0283	0.8826	0.5533	0.9131	0.6674
CAZy:degradation	Labedaea	0.0271	0.0536	0.0265	0.9586	0.3913	0.0271	0.04	0.0738	0.1089
CAZy:degradation	Notoacmeibacter	0.0551	0.0536	-0.0016	-0.0404	0.0652	0.7194	0.9293	0.7841	0.9553
CAZy:degradation	Chromatium	0.1257	0.0535	-0.0722	-1.2167	-0.4304	0.0161	0.0051	0.0523	0.0269
CAZy:degradation	Euglena	0.0738	0.0535	-0.0203	-0.4558	-0.3217	0.0711	0.3502	0.1419	0.4834
CAZy:degradation	Centipeda	0.0682	0.0535	-0.0147	-0.3441	-0.0522	0.7777	0.3418	0.8325	0.4743
CAZy:degradation	Aetokthonos	0.0821	0.0535	-0.0286	-0.6093	-0.2478	0.1643	0.179	0.2586	0.3022
CAZy:degradation	Antricoccus	0.0314	0.0535	0.022	0.7473	0.237	0.172	0.2732	0.268	0.4075
CAZy:degradation	Nafulsella	0.1527	0.0534	-0.0993	-1.4981	-0.4739	0.0078	0.0008	0.0328	0.0076
CAZy:degradation	Aquimonas	0.1096	0.0534	-0.0562	-1.0236	-0.3739	0.0348	0.0885	0.0877	0.1866
CAZy:degradation	Natronoglycomyces	0.0366	0.0534	0.0168	0.5315	0.0522	0.7737	0.7024	0.8292	0.7874
CAZy:degradation	Porticoccus	0.075	0.0534	-0.0216	-0.4833	-0.1348	0.4539	0.3087	0.5562	0.4432
CAZy:degradation	Tomitella	0.0846	0.0533	-0.0313	-0.656	-0.2609	0.1456	0.1113	0.2376	0.2181
CAZy:degradation	Roseitranquillus	0.0708	0.0533	-0.0175	-0.4022	-0.3087	0.0794	0.4437	0.1537	0.5719
CAZy:degradation	Kipferlia	0.032	0.0533	0.0213	0.7203	0.1261	0.4738	0.1711	0.5725	0.2935
CAZy:degradation	Zemynaea	0.0795	0.0533	-0.0263	-0.5695	-0.2565	0.1509	0.1926	0.2432	0.319
CAZy:degradation	Kribbia	0.0146	0.0532	0.0386	1.7986	0.3913	0.0192	0.0965	0.0587	0.1973
CAZy:degradation	Thermocrinis	0.0606	0.0532	-0.0074	-0.1837	-0.1522	0.3926	0.6916	0.497	0.7795
CAZy:degradation	Puteibacter	0.0424	0.0531	0.0107	0.3178	-0.1652	0.3528	0.6045	0.4575	0.7092
CAZy:degradation	Pisolithus	0.049	0.0531	0.004	0.1115	0.1087	0.5421	0.7631	0.6345	0.8349
CAZy:degradation	Pleomassaria	0.0055	0.0531	0.0476	3.0562	0.3913	0.0151	0.0094	0.0497	0.0412
CAZy:degradation	Argonema	0.0916	0.053	-0.0386	-0.7786	-0.2761	0.1227	0.0712	0.2088	0.1612
CAZy:degradation	Alkalibacter	0.0577	0.053	-0.0047	-0.1214	-0.0674	0.7101	0.8297	0.7751	0.885
CAZy:degradation	Insolitispirillum	0.0752	0.053	-0.0222	-0.498	-0.1891	0.2898	0.2985	0.3927	0.4328
CAZy:degradation	Terrimicrobium	0.1478	0.0529	-0.095	-1.4668	-0.5261	0.0033	0.0001	0.0192	0.0018
CAZy:degradation	Celeribacter	0.037	0.0528	0.0158	0.5007	-0.0783	0.66	0.418	0.7347	0.5477
CAZy:degradation	Trichococcus	0.2204	0.0528	-0.1676	-2.041	-0.0109	0.9591	0.3119	0.9722	0.4466
CAZy:degradation	Novosphingopyxis	0.0862	0.0526	-0.0336	-0.7024	-0.3065	0.0828	0.1695	0.1582	0.2917
CAZy:degradation	Aduncisulcus	0.0517	0.0526	0.0008	0.0222	-0.1	0.5756	0.7947	0.6625	0.8579
CAZy:degradation	Lacrimispora	0.2069	0.0525	-0.1544	-1.9572	-0.3826	0.0317	0.0281	0.0818	0.0856
CAZy:degradation	Flagelloscypha	0.0348	0.0525	0.0177	0.58	-0.0196	0.9182	0.3785	0.9405	0.5104
CAZy:degradation	Physocladia	0.0975	0.0525	-0.045	-0.8801	-0.3109	0.0819	0.0324	0.1566	0.094
CAZy:degradation	Allostreptomyces	0.0267	0.0525	0.0258	0.9486	0.2348	0.1787	0.095	0.2761	0.1955
CAZy:degradation	Homoserinimonas	0.0263	0.0525	0.0262	0.9709	0.3239	0.0643	0.0304	0.1331	0.09
CAZy:degradation	Imbroritus	0.1087	0.0525	-0.0562	-1.0365	-0.4	0.0247	0.0142	0.0685	0.0547
CAZy:degradation	Kriegella	0.0519	0.0523	0.0004	0.0117	-0.2457	0.1615	0.9857	0.255	0.9947
CAZy:degradation	Methanogenium	0.0235	0.0523	0.0287	1.1181	0.1913	0.2551	0.1525	0.3572	0.2714
CAZy:degradation	Candidatus Bipolaricaulis	0.0507	0.0523	0.0016	0.0428	-0.0196	0.9219	0.9213	0.9441	0.9497
CAZy:degradation	Candidatus Magnetoglobus	0.0391	0.0522	0.0131	0.4066	0.1326	0.448	0.8639	0.5501	0.9123
CAZy:degradation	Homoserinibacter	0.0469	0.0522	0.0052	0.1498	0.0435	0.8162	0.5027	0.8627	0.6241
CAZy:degradation	Letrouitia	0.0306	0.0522	0.0216	0.7521	0.2478	0.1556	0.1953	0.2484	0.3212
CAZy:degradation	Aerobium	0.0935	0.0522	-0.0413	-0.8297	-0.2	0.2627	0.2656	0.3648	0.4001
CAZy:degradation	Crinalium	0.0242	0.0521	0.0279	1.0759	0.287	0.1032	0.0552	0.1842	0.1355
CAZy:degradation	Umboniibacter	0.1728	0.052	-0.1208	-1.7137	-0.5717	0.0012	0.0004	0.0106	0.0045
CAZy:degradation	Akanthomyces	0.028	0.052	0.024	0.8691	0.1304	0.4294	0.1946	0.5314	0.321
CAZy:degradation	Oceanimonas	0.1295	0.0519	-0.0776	-1.3025	-0.4609	0.0096	0.0078	0.0372	0.036
CAZy:degradation	Actibacterium	0.0694	0.0519	-0.0175	-0.4133	-0.2	0.2576	0.4142	0.3588	0.544
CAZy:degradation	Erysiphe	0.0442	0.0519	0.0077	0.2263	-0.1565	0.3578	0.7404	0.4626	0.8162
CAZy:degradation	Gongronella	0.0927	0.0518	-0.0409	-0.8269	-0.3565	0.0448	0.0637	0.1037	0.1492
CAZy:degradation	Arhodomonas	0.0656	0.0518	-0.0138	-0.3353	-0.187	0.288	0.4841	0.3917	0.6077
CAZy:degradation	Tepidanaerobacter	0.1467	0.0518	-0.0949	-1.4838	-0.3435	0.0548	0.0077	0.1191	0.0354
CAZy:degradation	Eilatimonas	0.0713	0.0518	-0.0196	-0.4552	-0.2	0.2576	0.3066	0.3588	0.4413
CAZy:degradation	Alkalispirochaeta	0.1032	0.0518	-0.0515	-0.9823	-0.3304	0.0652	0.0147	0.1342	0.0558
CAZy:degradation	Thermoactinomyces	0.0638	0.0517	-0.0121	-0.2981	-0.1391	0.441	0.4723	0.544	0.597
CAZy:degradation	Geomobilimonas	0.0381	0.0517	0.0137	0.4324	0.087	0.6275	0.4059	0.7079	0.5368
CAZy:degradation	Vezdaea	0.0197	0.0517	0.032	1.3478	0.2522	0.1399	0.081	0.2314	0.1751
CAZy:degradation	Mahella	0.0798	0.0517	-0.0282	-0.6182	-0.2391	0.1751	0.2671	0.272	0.4011
CAZy:degradation	Taurinivorans	0.1179	0.0516	-0.0663	-1.1762	-0.4087	0.0222	0.0052	0.064	0.0275
CAZy:degradation	Leptothermofonsia	0.078	0.0516	-0.0264	-0.5873	-0.313	0.0752	0.2256	0.1476	0.3572
CAZy:degradation	Trichloromonas	0.1886	0.0515	-0.1371	-1.8518	-0.5435	0.002	0.0188	0.0142	0.0662
CAZy:degradation	Ventosimonas	0.0583	0.0515	-0.0068	-0.1756	-0.1696	0.3268	0.7719	0.4308	0.8407
CAZy:degradation	Hirschia	0.0667	0.0515	-0.0152	-0.3667	-0.3043	0.085	0.4249	0.161	0.5537
CAZy:degradation	Allopontixanthobacter	0.0531	0.0515	-0.0016	-0.0446	0.0913	0.6127	0.9267	0.6944	0.9538
CAZy:degradation	Ignatzschineria	0.0882	0.0515	-0.0367	-0.7647	-0.313	0.0807	0.0833	0.1553	0.1787
CAZy:degradation	Metallococcus	0.0199	0.0514	0.0315	1.3234	0.3739	0.0334	0.0371	0.0849	0.1028
CAZy:degradation	Thiorhodospira	0.081	0.0514	-0.0296	-0.6454	-0.2174	0.2216	0.1942	0.3217	0.321
CAZy:degradation	Methanocorpusculum	0.0211	0.0514	0.0303	1.2474	0.4174	0.015	0.0523	0.0496	0.1306
CAZy:degradation	Thiolapillus	0.1265	0.0514	-0.0751	-1.2829	-0.3304	0.0623	0.0416	0.1301	0.1116
CAZy:degradation	Gulbenkiania	0.052	0.0514	-0.0006	-0.016	-0.0174	0.9309	0.9727	0.9493	0.9859
CAZy:degradation	Thermaerobacter	0.0954	0.0513	-0.044	-0.8811	-0.3739	0.0341	0.0984	0.0863	0.2001
CAZy:degradation	Cumulibacter	0.0492	0.0513	0.0021	0.0588	-0.0391	0.8257	0.9258	0.8708	0.9537
CAZy:degradation	Limimonas	0.0836	0.0513	-0.0323	-0.6938	-0.1087	0.5464	0.1748	0.6385	0.2976
CAZy:degradation	Caloranaerobacter	0.0645	0.0512	-0.0133	-0.3272	-0.0304	0.872	0.4678	0.9052	0.5925
CAZy:degradation	Mongoliimonas	0.0599	0.0512	-0.0087	-0.2221	-0.1783	0.3173	0.6438	0.4207	0.74
CAZy:degradation	Glomus	0.0491	0.0512	0.002	0.0576	0.0261	0.8886	0.7688	0.9185	0.8386
CAZy:degradation	Pterulicium	0.03	0.0511	0.0211	0.7482	0.1217	0.4867	0.1218	0.5838	0.232
CAZy:degradation	Reclinomonas	0.0455	0.0511	0.0056	0.1629	-0.0304	0.8709	0.7901	0.9052	0.8548
CAZy:degradation	Acidibrevibacterium	0.0845	0.0511	-0.0334	-0.7144	-0.3043	0.0879	0.1091	0.1645	0.2154
CAZy:degradation	Gilvibacter	0.0733	0.051	-0.0223	-0.5151	-0.1783	0.3219	0.2574	0.4259	0.3915
CAZy:degradation	Waltiozyma	0.1009	0.051	-0.05	-0.9713	-0.4478	0.0118	0.0159	0.0425	0.0592
CAZy:degradation	Cellulophaga	0.1434	0.051	-0.0924	-1.4735	-0.5717	0.0013	0.0005	0.0109	0.0052
CAZy:degradation	Candidatus Eremiobacter	0.0792	0.0508	-0.0283	-0.6292	-0.3522	0.0489	0.099	0.1103	0.2007
CAZy:degradation	Geovibrio	0.119	0.0508	-0.0682	-1.2109	-0.4565	0.0103	0.0041	0.0388	0.0233
CAZy:degradation	Candidatus Magnetaquicoccus	0.095	0.0508	-0.0441	-0.8887	-0.2391	0.1707	0.1114	0.2662	0.2181
CAZy:degradation	Antiquaquibacter	0.0482	0.0507	0.0025	0.0727	0.1261	0.4783	0.8889	0.5767	0.9302
CAZy:degradation	Flectobacillus	0.1223	0.0507	-0.0716	-1.2538	-0.4717	0.0078	0.0101	0.0328	0.0432
CAZy:degradation	Coprinellus	0.0491	0.0506	0.0015	0.0422	-0.1304	0.4352	0.9527	0.5376	0.9729
CAZy:degradation	Gillisella	0.0749	0.0506	-0.0243	-0.5566	-0.187	0.294	0.2531	0.3972	0.3872
CAZy:degradation	Clohesyomyces	0.0214	0.0506	0.0292	1.206	0.1804	0.2925	0.0641	0.3957	0.1497
CAZy:degradation	Mastigocoleus	0.0865	0.0506	-0.0359	-0.7621	-0.3043	0.0896	0.082	0.167	0.1767
CAZy:degradation	Ulvibacterium	0.0712	0.0506	-0.0206	-0.4852	-0.1609	0.3701	0.24	0.474	0.3723
CAZy:degradation	Sulfoacidibacillus	0.0482	0.0506	0.0024	0.0676	-0.087	0.624	0.8977	0.7048	0.9355
CAZy:degradation	Emcibacter	0.0623	0.0505	-0.0118	-0.2973	-0.2717	0.1245	0.4895	0.2113	0.6127
CAZy:degradation	Novispirillum	0.0476	0.0505	0.0029	0.0822	-0.1783	0.3136	0.8776	0.4168	0.9229
CAZy:degradation	Aestuariibacter	0.0678	0.0505	-0.0173	-0.4183	-0.1152	0.5194	0.4228	0.6137	0.5525
CAZy:degradation	Delitschia	0.0664	0.0505	-0.016	-0.39	-0.0261	0.8867	0.5402	0.9167	0.6567
CAZy:degradation	Bipolaris	0.012	0.0505	0.0385	1.9856	0.3674	0.028	0.0062	0.0749	0.0305
CAZy:degradation	Neomegalonema	0.0703	0.0504	-0.0199	-0.4715	-0.1978	0.268	0.3434	0.3698	0.4758
CAZy:degradation	Limnofasciculus	0.0525	0.0504	-0.0021	-0.0584	-0.0174	0.9306	0.9107	0.9493	0.9434
CAZy:degradation	Hericium	0.0215	0.0504	0.0289	1.1913	0.3043	0.0591	0.1967	0.1256	0.323
CAZy:degradation	Magnetovibrio	0.089	0.0504	-0.0386	-0.8081	-0.2457	0.168	0.0987	0.2631	0.2003
CAZy:degradation	Endobacter	0.0615	0.0503	-0.0112	-0.2837	-0.2478	0.153	0.5493	0.2464	0.6644
CAZy:degradation	Ogataea	0.058	0.0503	-0.0078	-0.2033	-0.0696	0.7019	0.6658	0.7689	0.7587
CAZy:degradation	Gymnopus	0.0574	0.0502	-0.0071	-0.1882	-0.0739	0.6837	0.7463	0.7548	0.8208
CAZy:degradation	Aureibaculum	0.0871	0.0502	-0.0369	-0.783	-0.3761	0.0331	0.1474	0.0844	0.2653
CAZy:degradation	Rhodoflexus	0.129	0.0501	-0.0789	-1.3469	-0.4978	0.005	0.0006	0.0243	0.0063
CAZy:degradation	Coleophoma	0.0201	0.05	0.0299	1.2722	0.3196	0.068	0.0133	0.1381	0.0524
CAZy:degradation	Formivibrio	0.101	0.0499	-0.0511	-1.0021	-0.337	0.0592	0.015	0.1256	0.0567
CAZy:degradation	Rhodovarius	0.1079	0.0499	-0.0581	-1.0987	-0.3696	0.0355	0.0167	0.0884	0.0611
CAZy:degradation	Aminivibrio	0.058	0.0498	-0.0081	-0.2143	-0.0304	0.872	0.6794	0.9052	0.7703
CAZy:degradation	Persicobacter	0.1457	0.0498	-0.0959	-1.5293	-0.5848	0.0008	0.0008	0.0085	0.0073
CAZy:degradation	Saccharobesus	0.0539	0.0498	-0.0041	-0.111	-0.113	0.516	0.9704	0.6119	0.9842
CAZy:degradation	Thioflavicoccus	0.0591	0.0498	-0.0093	-0.2431	-0.1957	0.2659	0.5718	0.3683	0.6815
CAZy:degradation	Raphidocelis	0.0771	0.0497	-0.0274	-0.6229	-0.1696	0.3475	0.171	0.4525	0.2935
CAZy:degradation	Desulfofarcimen	0.0716	0.0497	-0.022	-0.5195	-0.2304	0.187	0.3222	0.285	0.4565
CAZy:degradation	Vagococcus	0.0791	0.0496	-0.0295	-0.6637	-0.1717	0.337	0.2067	0.4409	0.3347
CAZy:degradation	Candidatus Magnetomonas	0.052	0.0496	-0.0024	-0.0682	-0.0348	0.8526	0.9576	0.8901	0.9763
CAZy:degradation	Ascosphaera	0.08	0.0495	-0.0305	-0.6806	-0.2261	0.2019	0.1008	0.2994	0.2036
CAZy:degradation	Flavisphingomonas	0.0566	0.0495	-0.0071	-0.1889	-0.0522	0.7777	0.6618	0.8325	0.7552
CAZy:degradation	Kiritimatiella	0.0871	0.0495	-0.0376	-0.8024	-0.3913	0.0271	0.1073	0.0738	0.213
CAZy:degradation	Saccharicrinis	0.0654	0.0495	-0.0159	-0.3956	-0.2522	0.1506	0.4357	0.2431	0.5646
