feature	pre	drought	log2FC	p	cliffs_delta	q_BH
AA7404733	0.0012	0.0	-1.1687	0.305	-0.05	0.5037
AA7404779	0.0006	0.0	-0.6409	0.305	-0.05	0.5037
GH35865	0.0006	0.0	-0.6409	0.305	-0.05	0.5037
GH35971	0.0043	0.0	-2.396	0.305	-0.05	0.5037
GH95604	0.0009	0.0	-0.9236	0.305	-0.05	0.5037
PL21363	0.0013	0.0	-1.2041	0.305	-0.05	0.5037
GH89972	0.0016	0.0	-1.3532	0.305	-0.05	0.5037
GH90641	0.0007	0.0	-0.7779	0.305	-0.05	0.5037
PL12213	0.0012	0.0	-1.1494	0.305	-0.05	0.5037
CE39970	0.0009	0.0	-0.918	0.305	-0.05	0.5037
CE40122	0.0028	0.0	-1.9189	0.305	-0.05	0.5037
AA7392760	0.0033	0.0	-2.0908	0.305	-0.05	0.5037
AA7395430	0.0004	0.0	-0.5019	0.305	-0.05	0.5037
AA7408148	0.0009	0.0	-0.9236	0.305	-0.05	0.5037
AA7404805	0.0008	0.0	-0.8735	0.305	-0.05	0.5037
AA7405246	0.0008	0.0	-0.8735	0.305	-0.05	0.5037
AA7405867	0.0008	0.0	-0.8735	0.305	-0.05	0.5037
AA7406849	0.0009	0.0	-0.9236	0.305	-0.05	0.5037
AA7407333	0.0014	0.0	-1.2435	0.305	-0.05	0.5037
AA7407456	0.0004	0.0	-0.5019	0.305	-0.05	0.5037
AA7407985	0.0004	0.0	-0.5019	0.305	-0.05	0.5037
AA7407986	0.0016	0.0	-1.3532	0.305	-0.05	0.5037
AA7396531	0.0012	0.0	-1.1494	0.305	-0.05	0.5037
AA7408228	0.0008	0.0	-0.8735	0.305	-0.05	0.5037
GH39169	0.0008	0.0	-0.8735	0.305	-0.05	0.5037
PL48049	0.0009	0.0	-0.9236	0.305	-0.05	0.5037
AA7408480	0.0014	0.0	-1.2805	0.305	-0.05	0.5037
GH80380	0.0045	0.0	-2.4552	0.305	-0.05	0.5037
CE23170	0.0004	0.0	-0.5019	0.305	-0.05	0.5037
GH36210	0.0008	0.0	-0.886	0.305	-0.05	0.5037
GH95136	0.0013	0.0	-1.2299	0.305	-0.05	0.5037
GT08774	0.002	0.0	-1.5636	0.305	-0.05	0.5037
AA7390976	0.0017	0.0	-1.4137	0.305	-0.05	0.5037
AA7391524	0.0004	0.0	-0.5019	0.305	-0.05	0.5037
AA7391605	0.0008	0.0	-0.8735	0.305	-0.05	0.5037
AA7392120	0.0012	0.0	-1.1687	0.305	-0.05	0.5037
PL11675	0.0116	0.0	-3.659	0.305	-0.05	0.5037
PL11703	0.0013	0.0	-1.2041	0.305	-0.05	0.5037
PL12140	0.0027	0.0	-1.8752	0.305	-0.05	0.5037
PL12193	0.0008	0.0	-0.8735	0.305	-0.05	0.5037
AA7390856	0.0004	0.0	-0.5019	0.305	-0.05	0.5037
AA68819	0.0008	0.0	-0.8735	0.305	-0.05	0.5037
AA70457	0.0008	0.0	-0.8254	0.305	-0.05	0.5037
AA73866	0.0011	0.0	-1.079	0.305	-0.05	0.5037
AA7387929	0.0013	0.0	-1.2299	0.305	-0.05	0.5037
AA7388235	0.0009	0.0	-0.9236	0.305	-0.05	0.5037
AA7388321	0.0009	0.0	-0.9236	0.305	-0.05	0.5037
AA7388325	0.0012	0.0	-1.1687	0.305	-0.05	0.5037
AA7388449	0.0007	0.0	-0.7242	0.305	-0.05	0.5037
CE36616	0.0006	0.0	-0.6862	0.305	-0.05	0.5037
AA7397312	0.0004	0.0	-0.5019	0.305	-0.05	0.5037
AA7398526	0.004	0.0	-2.3324	0.305	-0.05	0.5037
AA7398635	0.0027	0.0	-1.8838	0.305	-0.05	0.5037
AA7399268	0.001	0.0	-1.0305	0.305	-0.05	0.5037
GH94365	0.0017	0.0	-1.4309	0.305	-0.05	0.5037
PL21476	0.0014	0.0	-1.2435	0.305	-0.05	0.5037
CE30851	0.0021	0.0	-1.6255	0.305	-0.05	0.5037
CE31967	0.0004	0.0	-0.5019	0.305	-0.05	0.5037
PL47847	0.0018	0.0	-1.4822	0.305	-0.05	0.5037
GH95882	0.0039	0.0	-2.286	0.305	-0.05	0.5037
GH95883	0.0006	0.0	-0.6409	0.305	-0.05	0.5037
GH96021	0.0033	0.0	-2.0908	0.305	-0.05	0.5037
GH96256	0.0018	0.0	-1.4822	0.305	-0.05	0.5037
GH97264	0.0008	0.0	-0.8297	0.305	-0.05	0.5037
GH97287	0.0008	0.0	-0.8297	0.305	-0.05	0.5037
GH97800	0.0023	0.0	-1.7295	0.305	-0.05	0.5037
AA80767	0.0009	0.0	-0.918	0.305	-0.05	0.5037
AA80288	0.0036	0.0	-2.1884	0.305	-0.05	0.5037
GH37068	0.0054	0.0	-2.679	0.305	-0.05	0.5037
GH36257	0.0008	0.0	-0.8297	0.305	-0.05	0.5037
GH37074	0.0007	0.0	-0.7779	0.305	-0.05	0.5037
GH37476	0.0029	0.0	-1.948	0.305	-0.05	0.5037
CE15321	0.001	0.0	-1.0305	0.305	-0.05	0.5037
CE15208	0.0007	0.0	-0.7242	0.305	-0.05	0.5037
GH37756	0.0023	0.0	-1.7364	0.305	-0.05	0.5037
CE14755	0.0036	0.0	-2.1884	0.305	-0.05	0.5037
AA80663	0.0008	0.0	-0.8254	0.305	-0.05	0.5037
AA76709	0.0018	0.0	-1.4822	0.305	-0.05	0.5037
CE13331	0.0033	0.0	-2.0908	0.305	-0.05	0.5037
AA7602185	0.0006	0.0	-0.6409	0.305	-0.05	0.5037
PL47757	0.0016	0.0	-1.3532	0.305	-0.05	0.5037
AA7603145	0.0031	0.0	-2.0315	0.305	-0.05	0.5037
AA76131	0.0007	0.0	-0.7779	0.305	-0.05	0.5037
PL47724	0.0006	0.0	-0.6381	0.305	-0.05	0.5037
PL47622	0.0009	0.0	-0.9236	0.305	-0.05	0.5037
AA7599669	0.0013	0.0	-1.2041	0.305	-0.05	0.5037
PL04730	0.0008	0.0	-0.8254	0.305	-0.05	0.5037
PL47418	0.0091	0.0	-3.3389	0.305	-0.05	0.5037
PL47381	0.0016	0.0	-1.3532	0.305	-0.05	0.5037
AA74962	0.0017	0.0	-1.4103	0.305	-0.05	0.5037
PL10525	0.0018	0.0	-1.4745	0.305	-0.05	0.5037
CE12659	0.0027	0.0	-1.9013	0.305	-0.05	0.5037
PL22165	0.0009	0.0	-0.918	0.305	-0.05	0.5037
CE23067	0.0006	0.0	-0.6862	0.305	-0.05	0.5037
CE17223	0.0007	0.0	-0.7779	0.305	-0.05	0.5037
GH37051	0.0018	0.0	-1.4745	0.305	-0.05	0.5037
GH36850	0.0004	0.0	-0.5019	0.305	-0.05	0.5037
PL11607	0.0007	0.0	-0.7779	0.305	-0.05	0.5037
PL11347	0.0018	0.0	-1.4745	0.305	-0.05	0.5037
CE15808	0.0018	0.0	-1.4822	0.305	-0.05	0.5037
GH36316	0.0015	0.0	-1.3472	0.305	-0.05	0.5037
GH82483	0.0014	0.0	-1.2805	0.305	-0.05	0.5037
GH78736	0.0008	0.0	-0.8254	0.305	-0.05	0.5037
GH79915	0.001	0.0	-1.0305	0.305	-0.05	0.5037
AA80165	0.002	0.0	-1.5636	0.305	-0.05	0.5037
GH81034	0.0023	0.0	-1.7295	0.305	-0.05	0.5037
AA77302	0.0009	0.0	-0.9236	0.305	-0.05	0.5037
AA7411143	0.0007	0.0	-0.7242	0.305	-0.05	0.5037
CE24384	0.0012	0.0	-1.1687	0.305	-0.05	0.5037
GH36540	0.0016	0.0	-1.3532	0.305	-0.05	0.5037
GT20	79.0109	88.8724	0.1697	0.3123	0.1826	0.5037
PL7	2.7697	2.7426	-0.0142	0.3123	-0.1826	0.5037
AA58835	0.0019	0.0059	1.2351	0.3155	0.1174	0.5037
CE94928	0.0053	0.0083	0.5518	0.3155	0.1174	0.5037
PL37384	0.0317	0.0122	-1.3143	0.317	-0.1435	0.5037
GT33769	0.0097	0.015	0.5753	0.317	0.1435	0.5037
GH14	0.0864	0.185	1.09	0.3173	0.1783	0.5037
AA33224	0.004	0.0023	-0.5924	0.3221	-0.1087	0.5037
PL20099	0.0103	0.0047	-0.9748	0.324	-0.1217	0.5037
GT39	4.275	6.4331	0.5895	0.3241	0.1783	0.5037
CBM61	1.0906	1.0799	-0.0143	0.3241	-0.1783	0.5037
CE28747	0.0209	0.0084	-1.2179	0.3273	-0.1478	0.5037
CE03016	0.0026	0.0073	1.1833	0.3341	0.113	0.5037
PL22095	0.096	0.0367	-1.363	0.3343	-0.1609	0.5037
GT65217	0.0291	0.0133	-1.0685	0.3343	-0.1543	0.5037
GH160	0.1856	0.1823	-0.0259	0.3355	-0.1739	0.5037
GT25470	0.0131	0.0063	-0.958	0.3377	-0.1413	0.5037
GH93230	0.0114	0.031	1.3694	0.3378	0.1478	0.5037
CE24402	0.0089	0.0042	-0.933	0.3419	-0.1174	0.5037
AA2626760	0.0149	0.0244	0.6739	0.342	0.1435	0.5037
PL22803	0.0048	0.0037	-0.2873	0.3423	-0.1043	0.5037
AA2141116	0.0067	0.0042	-0.5727	0.3423	-0.1043	0.5037
GH69529	0.005	0.0027	-0.7171	0.3423	-0.1043	0.5037
AA76679	0.0072	0.0052	-0.4008	0.3423	-0.1043	0.5037
AA2142306	0.0004	0.0033	1.611	0.3461	0.087	0.5037
CE16377	0.0006	0.006	2.1742	0.3461	0.087	0.5037
CE99878	0.0017	0.0098	1.9894	0.3461	0.087	0.5037
GH70068	0.0006	0.0027	1.2409	0.3461	0.087	0.5037
PL47116	0.0008	0.0129	2.9083	0.3461	0.087	0.5037
CE08009	0.1005	0.1018	0.0179	0.347	-0.1696	0.5037
CBM40	0.1369	0.1102	-0.31	0.347	-0.1696	0.5037
CE09529	0.0111	0.0255	1.1312	0.3471	0.1478	0.5037
GH132	0.239	0.8873	1.8882	0.3485	0.1696	0.5037
GH173	0.0455	0.0363	-0.3181	0.3487	-0.1609	0.5037
GT108	0.0837	0.0615	-0.4384	0.3518	-0.1674	0.5037
AA15129	0.0054	0.0071	0.3341	0.3535	0.1087	0.5037
PL23444	0.2451	0.1854	-0.4013	0.3602	-0.1652	0.5037
GT48	8.5808	11.2223	0.3871	0.3612	0.1652	0.5037
GT99708	0.0094	0.0064	-0.5007	0.3658	-0.1217	0.5037
CE92549	0.0023	0.0084	1.5049	0.3714	0.0826	0.5037
CBM76	0.0009	0.007	2.0835	0.3714	0.0826	0.5037
PL46806	0.0009	0.0041	1.4212	0.3714	0.0826	0.5037
CE00403	0.0009	0.0028	1.0235	0.3714	0.0826	0.5037
PL21035	0.0013	0.004	1.0907	0.3714	0.0826	0.5037
GT113	0.0017	0.0042	0.9695	0.3714	0.0826	0.5037
GH43348	0.0008	0.0052	1.7504	0.3714	0.0826	0.5037
GH35978	0.0008	0.0047	1.6846	0.3714	0.0826	0.5037
CE01451	0.0016	0.0038	0.9042	0.3714	0.0826	0.5037
CE15349	0.0017	0.0064	1.4553	0.3714	0.0826	0.5037
AA68990	0.006	0.0091	0.544	0.3734	0.1152	0.5037
CBM93	0.079	0.0705	-0.1619	0.3755	-0.1587	0.5037
PL03370	0.0	0.0014	1.234	0.3757	0.0435	0.5037
PL02404	0.0	0.0036	2.2087	0.3757	0.0435	0.5037
GT07552	0.0	0.0005	0.6243	0.3757	0.0435	0.5037
GT07496	0.0	0.0022	1.6774	0.3757	0.0435	0.5037
AA67959	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
AA67646	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA67636	0.0	0.0016	1.3841	0.3757	0.0435	0.5037
AA67195	0.0	0.0027	1.8892	0.3757	0.0435	0.5037
AA67126	0.0	0.0022	1.6793	0.3757	0.0435	0.5037
AA67047	0.0	0.0022	1.6793	0.3757	0.0435	0.5037
AA66837	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
AA66703	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA66492	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
GT08946	0.0	0.002	1.5961	0.3757	0.0435	0.5037
PL03376	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
AA68764	0.0	0.0011	1.052	0.3757	0.0435	0.5037
PL03250	0.0	0.0038	2.26	0.3757	0.0435	0.5037
PL03196	0.0	0.0015	1.302	0.3757	0.0435	0.5037
PL02907	0.0	0.0016	1.3919	0.3757	0.0435	0.5037
PL02822	0.0	0.0006	0.7175	0.3757	0.0435	0.5037
AA66138	0.0	0.0015	1.302	0.3757	0.0435	0.5037
AA66134	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
AA66061	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
PL48894	0.0	0.0013	1.1837	0.3757	0.0435	0.5037
PL48522	0.0	0.0006	0.703	0.3757	0.0435	0.5037
PL48380	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT10452	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GT10170	0.0	0.0014	1.234	0.3757	0.0435	0.5037
AA65636	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GH96568	0.0	0.001	0.9777	0.3757	0.0435	0.5037
AA7399095	0.0	0.0053	2.6658	0.3757	0.0435	0.5037
AA7398546	0.0	0.0007	0.7934	0.3757	0.0435	0.5037
AA7397268	0.0	0.0013	1.1737	0.3757	0.0435	0.5037
AA7397239	0.0	0.0017	1.4251	0.3757	0.0435	0.5037
AA7397218	0.0	0.0031	2.0495	0.3757	0.0435	0.5037
AA7395072	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA7393536	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
AA7391405	0.0	0.0017	1.4251	0.3757	0.0435	0.5037
AA7391249	0.0	0.0034	2.131	0.3757	0.0435	0.5037
AA7390858	0.0	0.0016	1.3538	0.3757	0.0435	0.5037
GH97568	0.0	0.001	1.0084	0.3757	0.0435	0.5037
GH97261	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH97228	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA65264	0.0	0.0013	1.1837	0.3757	0.0435	0.5037
GH96094	0.0	0.0032	2.087	0.3757	0.0435	0.5037
AA7390855	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
AA7390620	0.0	0.0061	2.8247	0.3757	0.0435	0.5037
AA7390528	0.0	0.0041	2.3381	0.3757	0.0435	0.5037
AA7389879	0.0	0.0006	0.703	0.3757	0.0435	0.5037
AA7389823	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
AA7388386	0.0	0.0051	2.5984	0.3757	0.0435	0.5037
AA73208	0.0	0.0027	1.8769	0.3757	0.0435	0.5037
AA73105	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
AA72323	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA72003	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
AA68989	0.0	0.001	1.0084	0.3757	0.0435	0.5037
AA68987	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
PL50003	0.0	0.003	2.0125	0.3757	0.0435	0.5037
AA48071	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
AA48070	0.0	0.0015	1.3023	0.3757	0.0435	0.5037
AA42569	0.0	0.0007	0.7934	0.3757	0.0435	0.5037
GT137	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA41913	0.0	0.0038	2.26	0.3757	0.0435	0.5037
AA40785	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA39743	0.0	0.0013	1.1737	0.3757	0.0435	0.5037
AA39685	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA39462	0.0	0.0006	0.7175	0.3757	0.0435	0.5037
AA38692	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA38389	0.0	0.0022	1.6793	0.3757	0.0435	0.5037
AA38062	0.0	0.001	0.9777	0.3757	0.0435	0.5037
PL50061	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA48170	0.0	0.0043	2.4145	0.3757	0.0435	0.5037
PL49871	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
PL49870	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GT29159	0.0	0.002	1.5961	0.3757	0.0435	0.5037
GT28751	0.0	0.0037	2.2412	0.3757	0.0435	0.5037
GT26092	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA37511	0.0	0.0045	2.4621	0.3757	0.0435	0.5037
AA37507	0.0	0.0018	1.4808	0.3757	0.0435	0.5037
AA37292	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA35476	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL01250	0.0	0.002	1.5961	0.3757	0.0435	0.5037
PL01243	0.0	0.0037	2.2216	0.3757	0.0435	0.5037
PL01114	0.0	0.0015	1.302	0.3757	0.0435	0.5037
PL00906	0.0	0.0016	1.3919	0.3757	0.0435	0.5037
AA58515	0.0	0.0031	2.0374	0.3757	0.0435	0.5037
AA64217	0.0	0.0041	2.3381	0.3757	0.0435	0.5037
AA63610	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA63460	0.0	0.0026	1.8389	0.3757	0.0435	0.5037
AA63362	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
AA63123	0.0	0.001	1.0084	0.3757	0.0435	0.5037
AA63122	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
AA62736	0.0	0.0015	1.3451	0.3757	0.0435	0.5037
AA61743	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
AA60857	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA60079	0.0	0.0029	1.975	0.3757	0.0435	0.5037
GT127	0.0	0.0021	1.6538	0.3757	0.0435	0.5037
AA58930	0.0	0.0013	1.1837	0.3757	0.0435	0.5037
AA58769	0.0	0.0026	1.8646	0.3757	0.0435	0.5037
AA7399123	0.0	0.0015	1.302	0.3757	0.0435	0.5037
AA58193	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA57970	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA57938	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA57392	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
AA56282	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL49324	0.0	0.0013	1.1737	0.3757	0.0435	0.5037
PL49247	0.0	0.0022	1.6625	0.3757	0.0435	0.5037
PL49215	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
PL49179	0.0	0.0028	1.9082	0.3757	0.0435	0.5037
PL02288	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL01669	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
AA51829	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
AA50942	0.0	0.0016	1.3616	0.3757	0.0435	0.5037
GH76349	0.0	0.009	3.3249	0.3757	0.0435	0.5037
PL45533	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
PL45177	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
AA82271	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
AA81596	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA81533	0.0	0.0005	0.6243	0.3757	0.0435	0.5037
AA81371	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA81361	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
AA81076	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GH77802	0.0	0.0006	0.703	0.3757	0.0435	0.5037
GH77640	0.0	0.0022	1.6793	0.3757	0.0435	0.5037
GH77572	0.0	0.001	0.9777	0.3757	0.0435	0.5037
GH77277	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
GH77271	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
PL47217	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA80912	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
AA80444	0.0	0.0025	1.8122	0.3757	0.0435	0.5037
AA80175	0.0	0.003	2.0125	0.3757	0.0435	0.5037
AA78558	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA77675	0.0	0.0017	1.4251	0.3757	0.0435	0.5037
AA77183	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GH80212	0.0	0.0028	1.9082	0.3757	0.0435	0.5037
GH79934	0.0	0.0039	2.2794	0.3757	0.0435	0.5037
GH79677	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
GH79445	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GH78728	0.0	0.001	0.9777	0.3757	0.0435	0.5037
GH78633	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
GH78316	0.0	0.002	1.5961	0.3757	0.0435	0.5037
AA89049	0.0	0.0013	1.1945	0.3757	0.0435	0.5037
AA92962	0.0	0.0022	1.6625	0.3757	0.0435	0.5037
GH70663	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GH70069	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL05988	0.0	0.0032	2.0751	0.3757	0.0435	0.5037
PL05823	0.0	0.0007	0.7451	0.3757	0.0435	0.5037
PL05711	0.0	0.0015	1.3451	0.3757	0.0435	0.5037
PL05073	0.0	0.0015	1.3023	0.3757	0.0435	0.5037
AA91145	0.0	0.0015	1.3451	0.3757	0.0435	0.5037
AA91086	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
AA90942	0.0	0.0023	1.7371	0.3757	0.0435	0.5037
AA90745	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA90271	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA89476	0.0	0.0017	1.4251	0.3757	0.0435	0.5037
GH78129	0.0	0.002	1.5972	0.3757	0.0435	0.5037
AA88904	0.0	0.0051	2.6164	0.3757	0.0435	0.5037
AA88587	0.0	0.002	1.5972	0.3757	0.0435	0.5037
AA88347	0.0	0.0009	0.9112	0.3757	0.0435	0.5037
AA8784093	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
AA87227	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
AA86951	0.0	0.0032	2.0778	0.3757	0.0435	0.5037
AA86475	0.0	0.0016	1.3616	0.3757	0.0435	0.5037
GH75839	0.0	0.0027	1.8823	0.3757	0.0435	0.5037
GH72803	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GH70911	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
AA83130	0.0	0.0009	0.9112	0.3757	0.0435	0.5037
AA83045	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA82849	0.0	0.001	1.0084	0.3757	0.0435	0.5037
AA7404598	0.0	0.0027	1.8769	0.3757	0.0435	0.5037
PL48341	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL48112	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
PL47982	0.0	0.0022	1.6625	0.3757	0.0435	0.5037
PL47945	0.0	0.0014	1.2329	0.3757	0.0435	0.5037
PL47930	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
PL47792	0.0	0.0007	0.7451	0.3757	0.0435	0.5037
AA7407469	0.0	0.0006	0.703	0.3757	0.0435	0.5037
AA7406461	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
AA7404937	0.0	0.0006	0.703	0.3757	0.0435	0.5037
GH91864	0.0	0.0014	1.234	0.3757	0.0435	0.5037
GH91451	0.0	0.0007	0.7934	0.3757	0.0435	0.5037
GH89807	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
GH85719	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL48342	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA7404568	0.0	0.0005	0.6017	0.3757	0.0435	0.5037
AA7404542	0.0	0.0015	1.2951	0.3757	0.0435	0.5037
AA7404182	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
AA7403810	0.0	0.0007	0.7934	0.3757	0.0435	0.5037
AA7403474	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
AA7402403	0.0	0.0008	0.8302	0.3757	0.0435	0.5037
GH95686	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GH94181	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA7400773	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
AA7400756	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
AA7400596	0.0	0.0024	1.7462	0.3757	0.0435	0.5037
AA7400438	0.0	0.0031	2.0495	0.3757	0.0435	0.5037
AA7399579	0.0	0.0006	0.703	0.3757	0.0435	0.5037
AA76382	0.0	0.001	1.0084	0.3757	0.0435	0.5037
PL47731	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
PL47499	0.0	0.002	1.5961	0.3757	0.0435	0.5037
PL47380	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL04669	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
PL04641	0.0	0.0022	1.6778	0.3757	0.0435	0.5037
PL04319	0.0	0.0019	1.518	0.3757	0.0435	0.5037
PL04275	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
PL04270	0.0	0.001	1.0084	0.3757	0.0435	0.5037
PL03711	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
PL03481	0.0	0.0019	1.518	0.3757	0.0435	0.5037
PL03470	0.0	0.003	2.0125	0.3757	0.0435	0.5037
PL03464	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
AA76546	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL00645	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
AA76338	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
AA7599937	0.0	0.0013	1.1925	0.3757	0.0435	0.5037
AA7599564	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
AA74900	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
AA7409517	0.0	0.0025	1.8188	0.3757	0.0435	0.5037
AA7409335	0.0	0.0009	0.9112	0.3757	0.0435	0.5037
GH82803	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
GH82273	0.0	0.0027	1.8823	0.3757	0.0435	0.5037
GH82167	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH80647	0.0	0.0008	0.8302	0.3757	0.0435	0.5037
GH80628	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA7408823	0.0	0.0012	1.1652	0.3757	0.0435	0.5037
AA7408690	0.0	0.0019	1.518	0.3757	0.0435	0.5037
GT73999	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA2141944	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2141896	0.0	0.0026	1.8646	0.3757	0.0435	0.5037
PL55906	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
PL54394	0.0	0.0027	1.881	0.3757	0.0435	0.5037
PL53779	0.0	0.0015	1.2951	0.3757	0.0435	0.5037
PL53738	0.0	0.0015	1.2951	0.3757	0.0435	0.5037
PL51999	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GT71918	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GT71913	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GT71094	0.0	0.001	1.0084	0.3757	0.0435	0.5037
GT69049	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
PL51401	0.0	0.001	0.9777	0.3757	0.0435	0.5037
AA2141460	0.0	0.0015	1.2951	0.3757	0.0435	0.5037
AA2141128	0.0	0.0032	2.0778	0.3757	0.0435	0.5037
AA2142090	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT73560	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GT73551	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT72879	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT72763	0.0	0.002	1.5961	0.3757	0.0435	0.5037
GT72757	0.0	0.0005	0.6243	0.3757	0.0435	0.5037
GT72528	0.0	0.0005	0.6243	0.3757	0.0435	0.5037
