feature	pre	drought	log2FC	p	cliffs_delta	q_BH
CE85380	0.0	0.0008	0.8358	0.3757	0.0435	0.5037
CE85024	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
CE85005	0.0	0.0013	1.1837	0.3757	0.0435	0.5037
CE84998	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
CE84916	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE84574	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
PL19999	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GH44784	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
CE05293	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
CE05292	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
AA97492	0.0	0.0015	1.2951	0.3757	0.0435	0.5037
CE04989	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE04954	0.0	0.001	0.9777	0.3757	0.0435	0.5037
CE04572	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
PL30258	0.0	0.0007	0.7934	0.3757	0.0435	0.5037
PL27847	0.0	0.001	0.9777	0.3757	0.0435	0.5037
AA98693	0.0	0.0006	0.703	0.3757	0.0435	0.5037
GH46315	0.0	0.0008	0.8302	0.3757	0.0435	0.5037
GH46302	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
GH45071	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
CE05390	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE03873	0.0	0.0013	1.1837	0.3757	0.0435	0.5037
CE03807	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE03752	0.0	0.0022	1.6793	0.3757	0.0435	0.5037
CE03738	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH64599	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH68143	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
CE02959	0.0	0.0061	2.8247	0.3757	0.0435	0.5037
CE02858	0.0	0.005	2.5744	0.3757	0.0435	0.5037
GH68255	0.0	0.0019	1.5501	0.3757	0.0435	0.5037
GH46425	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE02597	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
CE02575	0.0	0.0025	1.8188	0.3757	0.0435	0.5037
CE06497	0.0	0.001	0.9777	0.3757	0.0435	0.5037
GH41382	0.0	0.0008	0.8302	0.3757	0.0435	0.5037
GH41089	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
GH40766	0.0	0.0032	2.0778	0.3757	0.0435	0.5037
CE07875	0.0	0.0027	1.8892	0.3757	0.0435	0.5037
CE07791	0.0	0.0051	2.5989	0.3757	0.0435	0.5037
CE07348	0.0	0.0017	1.4251	0.3757	0.0435	0.5037
CE07295	0.0	0.0015	1.2951	0.3757	0.0435	0.5037
CE07242	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
AA97011	0.0	0.0015	1.2951	0.3757	0.0435	0.5037
CE07230	0.0	0.001	1.0084	0.3757	0.0435	0.5037
CE06881	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
CE06618	0.0	0.0135	3.8562	0.3757	0.0435	0.5037
CE02301	0.0	0.0027	1.8892	0.3757	0.0435	0.5037
CE06486	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE06355	0.0	0.001	0.9777	0.3757	0.0435	0.5037
CE06310	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE06255	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
CE05932	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE05664	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
PL25162	0.0	0.0013	1.1737	0.3757	0.0435	0.5037
PL24606	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL24340	0.0	0.0026	1.8364	0.3757	0.0435	0.5037
GH43818	0.0	0.0022	1.6778	0.3757	0.0435	0.5037
PL09960	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
CE00769	0.0	0.0014	1.234	0.3757	0.0435	0.5037
PL37276	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL37170	0.0	0.0022	1.6793	0.3757	0.0435	0.5037
PL35601	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL38766	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL35081	0.0	0.001	1.0251	0.3757	0.0435	0.5037
GH50656	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
PL07145	0.0	0.0006	0.6971	0.3757	0.0435	0.5037
PL39156	0.0	0.001	0.9777	0.3757	0.0435	0.5037
CE01002	0.0	0.0068	2.9562	0.3757	0.0435	0.5037
CE00978	0.0	0.0027	1.8892	0.3757	0.0435	0.5037
CE00879	0.0	0.0007	0.7451	0.3757	0.0435	0.5037
CE00877	0.0	0.001	0.9777	0.3757	0.0435	0.5037
PL37361	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
CE00768	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
CE00751	0.0	0.0065	2.9063	0.3757	0.0435	0.5037
CE00635	0.0	0.001	0.9777	0.3757	0.0435	0.5037
CE00371	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
CE00048	0.0	0.0048	2.5267	0.3757	0.0435	0.5037
GH58491	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH54376	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
PL40449	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CBM69270	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
PL41047	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
PL40855	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE01794	0.0	0.0025	1.8122	0.3757	0.0435	0.5037
CE02262	0.0	0.0011	1.052	0.3757	0.0435	0.5037
GH68281	0.0	0.0006	0.71	0.3757	0.0435	0.5037
PL06335	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GH50161	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
GH49929	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH49928	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
GH49015	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE01971	0.0	0.0054	2.6813	0.3757	0.0435	0.5037
CE01968	0.0	0.001	1.0084	0.3757	0.0435	0.5037
CE01924	0.0	0.0058	2.7653	0.3757	0.0435	0.5037
GH68302	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH68336	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
AA93737	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
CE01762	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
CE01721	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
CE01633	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE01582	0.0	0.0034	2.131	0.3757	0.0435	0.5037
CE01521	0.0	0.0007	0.7451	0.3757	0.0435	0.5037
CE01382	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
GH68359	0.0	0.0013	1.1837	0.3757	0.0435	0.5037
CE01381	0.0	0.0034	2.131	0.3757	0.0435	0.5037
CE01315	0.0	0.0044	2.4338	0.3757	0.0435	0.5037
PL38159	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
PL37386	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GH69120	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
CE14038	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
PL10753	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
PL10940	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GH39899	0.0	0.0017	1.4251	0.3757	0.0435	0.5037
GH40200	0.0	0.0008	0.8302	0.3757	0.0435	0.5037
CE13470	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH40658	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH69332	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE09945	0.0	0.001	1.0084	0.3757	0.0435	0.5037
PL41317	0.0	0.0005	0.6243	0.3757	0.0435	0.5037
CE10417	0.0	0.0005	0.6198	0.3757	0.0435	0.5037
GH37477	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
CE10642	0.0	0.0048	2.5267	0.3757	0.0435	0.5037
CE10760	0.0	0.0009	0.9112	0.3757	0.0435	0.5037
CE11134	0.0	0.001	1.0084	0.3757	0.0435	0.5037
AA95959	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH68858	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH37350	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
GH37213	0.0	0.0017	1.4251	0.3757	0.0435	0.5037
CE13265	0.0	0.0017	1.4251	0.3757	0.0435	0.5037
AA96979	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GH38132	0.0	0.0031	2.0289	0.3757	0.0435	0.5037
GH38824	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
GH39312	0.0	0.0007	0.7934	0.3757	0.0435	0.5037
CE12644	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
PL10524	0.0	0.0011	1.0586	0.3757	0.0435	0.5037
PL42769	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
CE12629	0.0	0.0041	2.3381	0.3757	0.0435	0.5037
GH68434	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
CE12503	0.0	0.0013	1.1737	0.3757	0.0435	0.5037
CE09787	0.0	0.0047	2.5192	0.3757	0.0435	0.5037
AA95283	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
PL23410	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
CE09323	0.0	0.001	1.0084	0.3757	0.0435	0.5037
PL23876	0.0	0.0013	1.1925	0.3757	0.0435	0.5037
PL23879	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE09549	0.0	0.0025	1.8188	0.3757	0.0435	0.5037
CE09134	0.0	0.0025	1.8012	0.3757	0.0435	0.5037
CE08937	0.0	0.0034	2.1278	0.3757	0.0435	0.5037
CE08583	0.0	0.0006	0.71	0.3757	0.0435	0.5037
CE15252	0.0	0.0027	1.8892	0.3757	0.0435	0.5037
GH43027	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE15627	0.0	0.0022	1.6774	0.3757	0.0435	0.5037
CE14375	0.0	0.0007	0.7451	0.3757	0.0435	0.5037
PL41093	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL42907	0.0	0.0064	2.8953	0.3757	0.0435	0.5037
CE14120	0.0	0.0019	1.5397	0.3757	0.0435	0.5037
CE09817	0.0	0.0007	0.7451	0.3757	0.0435	0.5037
CE14779	0.0	0.0006	0.703	0.3757	0.0435	0.5037
AA95087	0.0	0.0008	0.8302	0.3757	0.0435	0.5037
GT74177	0.0265	0.0284	0.0982	0.3767	-0.1457	0.5049
GH40717	0.0089	0.0052	-0.6777	0.3795	-0.1087	0.5084
GT136	0.009	0.0383	1.9772	0.3828	0.1348	0.5126
GT62321	0.0276	0.0113	-1.2154	0.385	-0.1283	0.5153
GT63715	0.0384	0.0618	0.6708	0.3856	-0.1478	0.5158
AA14	0.0829	0.1271	0.611	0.3864	0.1565	0.5167
GT59	0.5608	0.7466	0.4122	0.3874	0.1565	0.5178
PL10975	0.0147	0.0108	-0.4148	0.3884	-0.1304	0.5189
GH50285	0.0196	0.0275	0.4685	0.3907	0.1326	0.5218
PL11077	0.0238	0.0242	0.0198	0.3922	-0.1391	0.5237
AA59719	0.0217	0.012	-0.796	0.3932	0.1261	0.5248
CBM70	0.0642	0.0564	-0.1833	0.3968	-0.1478	0.5281
PL12022	0.0189	0.0095	-0.9213	0.3972	-0.1217	0.5281
PL21016	0.0011	0.0034	1.0517	0.3978	0.0783	0.5281
GH38882	0.0026	0.0057	0.9076	0.3978	0.0783	0.5281
GH36439	0.0017	0.0034	0.7116	0.3978	0.0783	0.5281
CE99888	0.0012	0.0026	0.6977	0.3978	0.0783	0.5281
GH34489	0.0058	0.0105	0.7523	0.3978	0.0783	0.5281
GT67242	0.0008	0.0054	1.7971	0.3978	0.0783	0.5281
CE02581	0.0031	0.005	0.5527	0.3978	0.0783	0.5281
CE94409	0.0018	0.0048	1.0484	0.3978	0.0783	0.5281
CE70777	0.0031	0.0098	1.3885	0.3978	0.0783	0.5281
AA2626987	0.0008	0.0027	1.0062	0.3978	0.0783	0.5281
PL14784	0.0011	0.0051	1.5299	0.3978	0.0783	0.5281
CE02776	0.0106	0.0203	0.8702	0.4001	0.1174	0.5309
GT55544	0.0018	0.0117	2.2073	0.4074	0.0913	0.5404
CBM81	0.0385	0.0329	-0.2207	0.4079	-0.1326	0.5408
CE03820	0.0079	0.0123	0.5732	0.4113	0.1065	0.5448
GT62625	0.0052	0.0066	0.2874	0.4113	0.1065	0.5448
PL14	1.8145	1.647	-0.1396	0.4147	-0.1478	0.5491
CE98357	0.0053	0.0073	0.3997	0.4155	0.0957	0.5499
CE09788	0.0493	0.035	-0.48	0.4174	-0.137	0.5522
AA76168	0.0073	0.015	0.9444	0.4181	0.113	0.5527
GH96917	0.0154	0.0039	-1.7562	0.4181	-0.113	0.5527
AA57680	0.0036	0.0228	2.3724	0.4197	0.1	0.5546
CE11903	0.4141	0.3532	-0.2289	0.4223	0.1435	0.5578
GT68322	0.0017	0.0019	0.1205	0.4254	0.0739	0.5593
PL11301	0.0039	0.0049	0.2861	0.4254	0.0739	0.5593
GH49938	0.0021	0.0036	0.5582	0.4254	0.0739	0.5593
CE83838	0.0033	0.0039	0.2102	0.4254	0.0739	0.5593
AA06862	0.0039	0.0029	-0.3122	0.4254	0.0739	0.5593
PL21225	0.0039	0.005	0.2869	0.4254	0.0739	0.5593
AA39951	0.0103	0.0053	-0.8343	0.4254	0.0739	0.5593
GT130	0.0056	0.0042	-0.3407	0.4254	0.0739	0.5593
CE85398	0.0021	0.0021	0.0016	0.4254	0.0739	0.5593
AA59400	0.0034	0.003	-0.1221	0.4254	0.0739	0.5593
CE03255	0.0011	0.0021	0.5385	0.4254	0.0739	0.5593
GH186	6.0932	5.2151	-0.2245	0.4287	-0.1435	0.5636
PL44788	0.0011	0.0033	1.0019	0.4307	0.087	0.5659
GH112	0.0622	0.0525	-0.2404	0.4381	-0.1391	0.5754
PL11416	0.1098	0.1239	0.1729	0.4421	-0.1391	0.5802
CE11760	0.089	0.1036	0.2165	0.4421	-0.1391	0.5802
AA65303	0.2503	0.416	0.7309	0.4429	0.1391	0.581
GT103	0.0662	0.0551	-0.2622	0.4433	-0.1348	0.5813
GT99	0.0358	0.0156	-1.1486	0.4483	-0.1174	0.5876
CE75436	0.0085	0.0044	-0.8082	0.4513	-0.0978	0.5889
CBM101	0.0197	0.0098	-0.9337	0.4539	-0.1109	0.5889
GT67997	0.0041	0.0108	1.2121	0.4547	0.0826	0.5889
GT87961	0.003	0.0081	1.1735	0.4547	0.0826	0.5889
GH35953	0.0021	0.0071	1.3939	0.4547	0.0826	0.5889
AA36460	0.0035	0.0116	1.4887	0.4547	0.0826	0.5889
PL00283	0.0064	0.0119	0.7964	0.4556	0.1043	0.5889
CE42177	0.0082	0.0011	-2.1278	0.4568	-0.0609	0.5889
GT62693	0.0021	0.0005	-1.0539	0.4568	-0.0609	0.5889
AA95514	0.0029	0.0006	-1.2429	0.4568	-0.0609	0.5889
CE74237	0.0041	0.0011	-1.2737	0.4568	-0.0609	0.5889
CE00372	0.0043	0.0006	-1.7808	0.4568	-0.0609	0.5889
AA2141060	0.0039	0.0007	-1.5116	0.4568	-0.0609	0.5889
AA2626437	0.0054	0.0011	-1.6176	0.4568	-0.0609	0.5889
GH37979	0.0026	0.0007	-1.0402	0.4568	-0.0609	0.5889
PL13	0.0052	0.0006	-1.9345	0.4568	-0.0609	0.5889
CE05295	0.004	0.001	-1.3425	0.4568	-0.0609	0.5889
GT77481	0.0027	0.0005	-1.3225	0.4568	-0.0609	0.5889
GT87570	0.0025	0.0006	-1.1716	0.4568	-0.0609	0.5889
GT55543	0.0039	0.0011	-1.2271	0.4568	-0.0609	0.5889
CE42723	0.0051	0.0005	-2.0293	0.4568	-0.0609	0.5889
GH80216	0.0043	0.0006	-1.6846	0.4568	-0.0609	0.5889
AA47964	0.0045	0.0005	-1.8885	0.4568	-0.0609	0.5889
GH94151	0.0039	0.0009	-1.3823	0.4568	-0.0609	0.5889
PL49840	0.0041	0.0008	-1.5029	0.4568	-0.0609	0.5889
GT67081	0.0027	0.0011	-0.8213	0.4568	-0.0609	0.5889
AA37128	0.0034	0.0005	-1.5538	0.4568	-0.0609	0.5889
AA37509	0.0045	0.0008	-1.6117	0.4568	-0.0609	0.5889
AA36216	0.0016	0.0006	-0.7519	0.4568	-0.0609	0.5889
AA68800	0.0026	0.0008	-1.0229	0.4568	-0.0609	0.5889
CE13152	0.0023	0.0008	-0.861	0.4568	-0.0609	0.5889
CE02641	0.0033	0.0006	-1.4876	0.4568	-0.0609	0.5889
AA7387931	0.0339	0.0017	-3.7002	0.4568	-0.0609	0.5889
CE22186	0.0029	0.001	-0.9903	0.4568	-0.0609	0.5889
AA81172	0.004	0.0006	-1.6864	0.4568	-0.0609	0.5889
AA2625725	0.0026	0.0006	-1.1513	0.4568	-0.0609	0.5889
CE97110	0.0027	0.0008	-1.0716	0.4568	-0.0609	0.5889
GT123	0.0028	0.0006	-1.2983	0.4568	-0.0609	0.5889
PL11622	0.0081	0.0007	-2.3952	0.4568	-0.0609	0.5889
AA98735	0.0042	0.0007	-1.5862	0.4568	-0.0609	0.5889
CE77926	0.0248	0.0283	0.1805	0.457	-0.1174	0.5889
CE04599	0.0119	0.0022	-2.0187	0.4572	-0.0761	0.5889
GT44	0.0053	0.0016	-1.2949	0.4572	-0.0761	0.5889
GT7	4.1743	3.7478	-0.1554	0.4577	-0.1348	0.5894
PL14121	0.009	0.0019	-1.7715	0.4602	-0.087	0.5923
PL21	0.0477	0.0422	-0.1721	0.4679	-0.1261	0.602
GH94805	0.0112	0.017	0.5573	0.4721	0.1065	0.6069
GT99234	0.0098	0.0033	-1.3156	0.4722	-0.0935	0.6069
GH151	0.2728	0.4041	0.5649	0.4722	-0.1304	0.6069
GT11	1.4919	2.1075	0.4981	0.4726	0.1304	0.6071
AA2141142	0.0032	0.0081	1.1033	0.4794	0.0783	0.6154
CE00402	0.0039	0.01	1.1569	0.4794	0.0783	0.6154
CE07778	0.0731	0.058	-0.3285	0.4801	-0.1261	0.6159
PL10505	0.0065	0.0029	-0.9459	0.4835	-0.0826	0.6198
GT47087	0.0126	0.0034	-1.6277	0.4835	-0.0826	0.6198
AA38964	0.0047	0.0014	-1.2569	0.4841	-0.0717	0.6198
CBM39	0.0093	0.0035	-1.191	0.4841	-0.0717	0.6198
CE75869	0.0076	0.0014	-1.8636	0.4841	-0.0717	0.6198
GT63958	0.0896	0.0736	-0.2792	0.4907	-0.1239	0.6208
AA01600	0.0121	0.0028	-1.7993	0.4908	-0.0565	0.6208
PL68119	0.0081	0.0034	-1.063	0.4908	-0.0565	0.6208
PL15005	0.0064	0.0011	-1.8075	0.4908	-0.0565	0.6208
PL06112	0.0031	0.0008	-1.2075	0.4908	-0.0565	0.6208
PL46692	0.0025	0.0011	-0.741	0.4908	-0.0565	0.6208
GT62678	0.0053	0.001	-1.6543	0.4908	-0.0565	0.6208
GT51025	0.0091	0.0022	-1.6601	0.4908	-0.0565	0.6208
PL49715	0.0038	0.0022	-0.5814	0.4908	-0.0565	0.6208
AA43712	0.0022	0.0006	-1.0495	0.4908	-0.0565	0.6208
CE24252	0.0038	0.0009	-1.3453	0.4908	-0.0565	0.6208
GH35946	0.0024	0.0006	-1.1256	0.4908	-0.0565	0.6208
GT11181	0.0013	0.0006	-0.5882	0.4908	-0.0565	0.6208
CE29905	0.0022	0.0006	-1.0495	0.4908	-0.0565	0.6208
AA34534	0.0034	0.0009	-1.2166	0.4908	-0.0565	0.6208
PL48815	0.006	0.0044	-0.3834	0.4908	-0.0565	0.6208
CE33776	0.006	0.0015	-1.5049	0.4908	-0.0565	0.6208
PL50311	0.0029	0.0005	-1.3831	0.4908	-0.0565	0.6208
GT46349	0.0029	0.0006	-1.3316	0.4908	-0.0565	0.6208
GH46320	0.0049	0.0017	-1.1515	0.4908	-0.0565	0.6208
AA55751	0.0015	0.0006	-0.5916	0.4908	-0.0565	0.6208
CE03174	0.0036	0.0011	-1.1193	0.4908	-0.0565	0.6208
PL19720	0.0048	0.0022	-0.8482	0.4908	-0.0565	0.6208
GT64284	0.0067	0.0019	-1.4017	0.4908	-0.0565	0.6208
CE02143	0.006	0.0005	-2.2371	0.4908	-0.0565	0.6208
CE86198	0.0027	0.0009	-0.9669	0.4908	-0.0565	0.6208
GT67885	0.0022	0.0006	-1.0645	0.4908	-0.0565	0.6208
CE01088	0.0055	0.0011	-1.6355	0.4908	-0.0565	0.6208
CBM89	0.0049	0.0018	-1.0962	0.4908	-0.0565	0.6208
AA2138987	0.0024	0.001	-0.7923	0.4908	-0.0565	0.6208
AA80621	0.0042	0.001	-1.3581	0.4908	-0.0565	0.6208
GH51992	0.0108	0.0138	0.3317	0.4948	0.0957	0.6256
CE05013	0.0033	0.0231	2.4941	0.5002	0.0913	0.6322
GT4	726.5719	735.0624	0.0168	0.5031	-0.1217	0.6356
GH181	0.0024	0.0039	0.5273	0.5049	0.0739	0.6374
GT50611	0.0026	0.0046	0.6591	0.5049	0.0739	0.6374
AA37852	0.0065	0.004	-0.5861	0.5075	-0.0783	0.6396
PL22658	0.0129	0.0051	-1.1813	0.5075	-0.0783	0.6396
CE94986	0.0128	0.0043	-1.3937	0.5075	-0.0783	0.6396
AA7600751	0.0091	0.0029	-1.3546	0.5075	-0.0783	0.6396
PL23804	0.0084	0.0202	1.1814	0.5098	0.0978	0.6424
CE36686	0.0039	0.0012	-1.1512	0.5118	-0.0674	0.6438
GT09346	0.0045	0.0013	-1.2478	0.5118	-0.0674	0.6438
GT118	0.0054	0.0026	-0.8486	0.5118	-0.0674	0.6438
GH42860	0.0028	0.0015	-0.6283	0.5118	-0.0674	0.6438
AA76777	0.0117	0.0073	-0.6179	0.5154	-0.0848	0.6478
CE78523	0.0083	0.0043	-0.8115	0.5154	-0.0848	0.6478
CE16	6.2509	6.4553	0.0464	0.5188	-0.1174	0.6518
PL19991	0.0361	0.0213	-0.7298	0.5258	-0.1022	0.6552
PL96559	0.0029	0.0032	0.1314	0.5261	-0.0522	0.6552
GT51246	0.0017	0.0017	-0.0412	0.5261	-0.0522	0.6552
CE14629	0.0038	0.0019	-0.7067	0.5261	-0.0522	0.6552
PL21144	0.0016	0.0011	-0.3135	0.5261	-0.0522	0.6552
AA2623447	0.0031	0.0048	0.4952	0.5261	-0.0522	0.6552
CE86140	0.0013	0.0011	-0.1076	0.5261	-0.0522	0.6552
CE94922	0.0014	0.0045	1.1847	0.5261	-0.0522	0.6552
GH98604	0.0015	0.0025	0.5158	0.5261	-0.0522	0.6552
CE02734	0.0025	0.0017	-0.4118	0.5261	-0.0522	0.6552
CE98483	0.0051	0.0059	0.1746	0.5261	-0.0522	0.6552
GT125	0.0012	0.0038	1.1378	0.5261	-0.0522	0.6552
CE98087	0.0015	0.0019	0.2304	0.5261	-0.0522	0.6552
CE88388	0.0026	0.0017	-0.427	0.5261	-0.0522	0.6552
PL19998	0.0013	0.0028	0.6985	0.5261	-0.0522	0.6552
AA81522	0.0017	0.0013	-0.2599	0.5261	-0.0522	0.6552
AA81818	0.0041	0.0059	0.4328	0.5261	-0.0522	0.6552
PL06521	0.0018	0.0018	0.0034	0.5261	-0.0522	0.6552
AA7602781	0.002	0.0011	-0.5174	0.5261	-0.0522	0.6552
AA2138809	0.0025	0.0058	0.9539	0.5261	-0.0522	0.6552
GH48815	0.0032	0.0029	-0.1018	0.5261	-0.0522	0.6552
GH37058	0.0027	0.0018	-0.4076	0.5261	-0.0522	0.6552
AA83238	0.0015	0.0023	0.4098	0.5261	-0.0522	0.6552
GH50142	0.018	0.0089	-0.9355	0.5279	-0.0913	0.6572
GH169	0.0227	0.0177	-0.3395	0.5293	-0.0935	0.6584
AA93085	0.0293	0.0252	-0.2129	0.5293	-0.0935	0.6584
CE01001	0.0046	0.0127	1.2817	0.5302	0.0783	0.6593
AA95125	0.0044	0.004	-0.1103	0.5311	0.0696	0.6601
CE32232	0.0118	0.0032	-1.6101	0.532	-0.0739	0.6605
AA31449	0.0056	0.0041	-0.3619	0.532	-0.0739	0.6605
GT65218	0.008	0.0033	-1.0597	0.532	-0.0739	0.6605
GH114	1.6799	2.0712	0.3019	0.5347	0.113	0.6635
GT134	0.0502	0.0126	-1.9091	0.5377	-0.0804	0.6671
CE86793	0.0036	0.0028	-0.2642	0.5403	-0.063	0.669
CE93597	0.0039	0.002	-0.7231	0.5403	-0.063	0.669
PL10469	0.0062	0.0036	-0.6562	0.5403	-0.063	0.669
AA76520	0.0048	0.0031	-0.4937	0.5403	-0.063	0.669
GT75354	0.0088	0.0021	-1.6852	0.5403	-0.063	0.669
GH167	0.0529	0.0567	0.0972	0.5463	-0.1043	0.6762
GT90	4.213	5.5021	0.3851	0.5508	0.1087	0.6815
PL34	0.1416	0.1957	0.4636	0.5565	-0.1065	0.6883
GH50144	0.018	0.0135	-0.3869	0.5569	-0.0826	0.6885
GT78311	0.0024	0.0034	0.3736	0.5579	0.0652	0.6894
GH86	0.0614	0.0571	-0.1024	0.5604	-0.1043	0.6919
GH185	0.0141	0.0172	0.2688	0.5606	-0.0761	0.6919
GH13490	0.0124	0.0077	-0.6247	0.5606	-0.0761	0.6919
CE08956	0.0118	0.02	0.7093	0.5649	0.0783	0.6971
GT21	3.0166	3.5338	0.2282	0.5672	-0.1043	0.6996
AA31531	0.013	0.0124	-0.0582	0.5692	-0.0848	0.7008
GH162	0.0394	0.0311	-0.332	0.5695	-0.0957	0.7008
GH38564	0.0044	0.0031	-0.4	0.5696	-0.0587	0.7008
CE74509	0.0031	0.0021	-0.3909	0.5696	-0.0587	0.7008
GH41042	0.0049	0.0014	-1.3128	0.5696	-0.0587	0.7008
AA35027	0.0046	0.0026	-0.6345	0.5696	-0.0587	0.7008
CBM104	0.0091	0.0045	-0.8812	0.5696	-0.0587	0.7008
GT37	0.0054	0.0102	0.8086	0.5783	0.0696	0.7107
PL11022	0.0056	0.0063	0.1491	0.5783	0.0696	0.7107
PL24560	0.0121	0.009	-0.3777	0.5784	-0.0783	0.7107
AA7601421	0.0167	0.0323	0.9108	0.5812	0.0891	0.7135
CE85822	0.0218	0.0207	-0.0709	0.5812	-0.0891	0.7135
PL30	0.0132	0.013	-0.0241	0.5829	-0.0652	0.7152
PL72437	0.0255	0.0253	-0.0069	0.5829	-0.0913	0.7152
AA1	99.3531	87.0371	-0.1909	0.5838	-0.1	0.7157
GH75	2.6421	3.2274	0.2886	0.5838	0.1	0.7157
AA2142087	0.0066	0.0047	-0.429	0.5854	0.0609	0.7171
PL15034	0.0048	0.0051	0.065	0.5854	0.0609	0.7171
GT41686	0.0609	0.0686	0.1697	0.5995	0.0957	0.7335
PL10488	0.0047	0.0057	0.228	0.5997	-0.0543	0.7335
AA2142841	0.0039	0.0042	0.0875	0.5997	-0.0543	0.7335
AA20462	0.0032	0.0035	0.0729	0.5997	-0.0543	0.7335
GT79144	0.0185	0.0178	-0.0528	0.6003	-0.0739	0.734
GH84	5.1412	6.1201	0.2514	0.6006	-0.0957	0.7341
PL23957	0.0248	0.0199	-0.3044	0.6008	-0.0891	0.7341
AA76710	0.0048	0.0133	1.3056	0.603	0.0652	0.7365
PL15088	0.0054	0.0059	0.1177	0.6091	-0.0609	0.7437
GH168	0.0269	0.0426	0.6411	0.61	0.087	0.7444
CE98162	0.0036	0.003	-0.196	0.6135	0.0565	0.7457
PL33	0.1406	0.1913	0.4413	0.6169	-0.0913	0.7457
